race,state,modeldate,candidate_name,pct_estimate,pct_trend_adjusted,timestamp,contestdate
2020D,Wisconsin,12/11/2019,Bernard Sanders,17.77588,18.6777,06:59:32  2 Jan 2020,4/7/2020
2020D,Washington,12/11/2019,Bernard Sanders,17.9,19.56446,06:59:32  2 Jan 2020,3/10/2020
2020D,Virginia,12/11/2019,Bernard Sanders,13.77464,14.27825,06:59:32  2 Jan 2020,3/3/2020
2020D,Texas,12/11/2019,Bernard Sanders,13.69372,14.23697,06:59:32  2 Jan 2020,3/3/2020
2020D,Tennessee,12/11/2019,Bernard Sanders,11.98834,13.42639,06:59:32  2 Jan 2020,3/3/2020
2020D,South Carolina,12/11/2019,Bernard Sanders,12.73872,13.09916,06:59:32  2 Jan 2020,2/29/2020
2020D,Pennsylvania,12/11/2019,Bernard Sanders,12.74757,13.42704,06:59:32  2 Jan 2020,4/28/2020
2020D,Oregon,12/11/2019,Bernard Sanders,27,22.36277,06:59:32  2 Jan 2020,5/19/2020
2020D,Oklahoma,12/11/2019,Bernard Sanders,5.400001,6.563599,06:59:32  2 Jan 2020,3/3/2020
2020D,Ohio,12/11/2019,Bernard Sanders,16.94829,18.57339,06:59:32  2 Jan 2020,3/17/2020
2020D,North Carolina,12/11/2019,Bernard Sanders,13.8572,14.57425,06:59:32  2 Jan 2020,3/3/2020
2020D,New York,12/11/2019,Bernard Sanders,14.48324,15.23592,06:59:32  2 Jan 2020,4/28/2020
2020D,New Jersey,12/11/2019,Bernard Sanders,17.75314,18.66724,06:59:32  2 Jan 2020,6/2/2020
2020D,New Hampshire,12/11/2019,Bernard Sanders,17.25822,17.27777,06:59:32  2 Jan 2020,2/11/2020
2020D,Nevada,12/11/2019,Bernard Sanders,19.10425,19.76207,06:59:32  2 Jan 2020,2/22/2020
2020D,National,12/11/2019,Bernard Sanders,16.97264,,06:59:32  2 Jan 2020,
2020D,Montana,12/11/2019,Bernard Sanders,2.000001,2.739097,06:59:32  2 Jan 2020,6/2/2020
2020D,Missouri,12/11/2019,Bernard Sanders,14,15.07134,06:59:32  2 Jan 2020,3/10/2020
2020D,Mississippi,12/11/2019,Bernard Sanders,12.01923,13.20498,06:59:32  2 Jan 2020,3/10/2020
2020D,Minnesota,12/11/2019,Bernard Sanders,14.84028,15.79669,06:59:32  2 Jan 2020,3/3/2020
2020D,Michigan,12/11/2019,Bernard Sanders,17.89541,18.67649,06:59:32  2 Jan 2020,3/10/2020
2020D,Massachusetts,12/11/2019,Bernard Sanders,12.99882,13.06334,06:59:32  2 Jan 2020,3/3/2020
2020D,Maryland,12/11/2019,Bernard Sanders,10,10.94968,06:59:32  2 Jan 2020,4/28/2020
2020D,Maine,12/11/2019,Bernard Sanders,14.74531,16.06915,06:59:32  2 Jan 2020,3/3/2020
2020D,Iowa,12/11/2019,Bernard Sanders,17.13883,17.38815,06:59:32  2 Jan 2020,2/3/2020
2020D,Indiana,12/11/2019,Bernard Sanders,23,23.45979,06:59:32  2 Jan 2020,5/5/2020
2020D,Illinois,12/11/2019,Bernard Sanders,15.09254,15.76892,06:59:32  2 Jan 2020,3/17/2020
2020D,Georgia,12/11/2019,Bernard Sanders,13.46424,13.98303,06:59:32  2 Jan 2020,3/24/2020
2020D,Florida,12/11/2019,Bernard Sanders,13.84114,14.20401,06:59:32  2 Jan 2020,3/17/2020
2020D,Delaware,12/11/2019,Bernard Sanders,13,12.896,06:59:32  2 Jan 2020,4/28/2020
2020D,Colorado,12/11/2019,Bernard Sanders,20.37061,21.43713,06:59:32  2 Jan 2020,3/3/2020
2020D,California,12/11/2019,Bernard Sanders,19.95097,20.01782,06:59:32  2 Jan 2020,3/3/2020
2020D,Arizona,12/11/2019,Bernard Sanders,16.0855,17.21438,06:59:32  2 Jan 2020,3/17/2020
2020D,Alabama,12/11/2019,Bernard Sanders,10.95571,9.298424,06:59:32  2 Jan 2020,3/3/2020
2020D,Wyoming,12/11/2019,Joseph R. Biden Jr.,4.01e-07,0,06:59:32  2 Jan 2020,4/4/2020
2020D,Wisconsin,12/11/2019,Joseph R. Biden Jr.,23.69467,23.12024,06:59:32  2 Jan 2020,4/7/2020
2020D,Washington,12/11/2019,Joseph R. Biden Jr.,19.4,18.38972,06:59:32  2 Jan 2020,3/10/2020
2020D,Virginia,12/11/2019,Joseph R. Biden Jr.,34.39813,30.21683,06:59:32  2 Jan 2020,3/3/2020
2020D,Texas,12/11/2019,Joseph R. Biden Jr.,27.46883,26.28868,06:59:32  2 Jan 2020,3/3/2020
2020D,Tennessee,12/11/2019,Joseph R. Biden Jr.,34.58373,33.94551,06:59:32  2 Jan 2020,3/3/2020
2020D,South Carolina,12/11/2019,Joseph R. Biden Jr.,38.48135,37.94907,06:59:32  2 Jan 2020,2/29/2020
2020D,Pennsylvania,12/11/2019,Joseph R. Biden Jr.,30.50608,27.98976,06:59:32  2 Jan 2020,4/28/2020
2020D,Oregon,12/11/2019,Joseph R. Biden Jr.,26,23.62332,06:59:32  2 Jan 2020,5/19/2020
2020D,Oklahoma,12/11/2019,Joseph R. Biden Jr.,26.2,25.393,06:59:32  2 Jan 2020,3/3/2020
2020D,Ohio,12/11/2019,Joseph R. Biden Jr.,30.09149,28.39293,06:59:32  2 Jan 2020,3/17/2020
2020D,North Carolina,12/11/2019,Joseph R. Biden Jr.,33.68947,32.89992,06:59:32  2 Jan 2020,3/3/2020
2020D,New York,12/11/2019,Joseph R. Biden Jr.,22.51676,21.89907,06:59:32  2 Jan 2020,4/28/2020
2020D,New Jersey,12/11/2019,Joseph R. Biden Jr.,28.17697,27.21697,06:59:32  2 Jan 2020,6/2/2020
2020D,New Hampshire,12/11/2019,Joseph R. Biden Jr.,15.9102,15.79168,06:59:32  2 Jan 2020,2/11/2020
2020D,Nevada,12/11/2019,Joseph R. Biden Jr.,27.22031,26.55218,06:59:32  2 Jan 2020,2/22/2020
2020D,National,12/11/2019,Joseph R. Biden Jr.,26.20664,,06:59:32  2 Jan 2020,
2020D,Montana,12/11/2019,Joseph R. Biden Jr.,15,14.24853,06:59:32  2 Jan 2020,6/2/2020
2020D,Missouri,12/11/2019,Joseph R. Biden Jr.,34,33.09836,06:59:32  2 Jan 2020,3/10/2020
2020D,Mississippi,12/11/2019,Joseph R. Biden Jr.,49.45016,47.86628,06:59:32  2 Jan 2020,3/10/2020
2020D,Minnesota,12/11/2019,Joseph R. Biden Jr.,20.96871,18.43367,06:59:32  2 Jan 2020,3/3/2020
2020D,Michigan,12/11/2019,Joseph R. Biden Jr.,31.08086,29.11821,06:59:32  2 Jan 2020,3/10/2020
2020D,Massachusetts,12/11/2019,Joseph R. Biden Jr.,22.14686,20.62609,06:59:32  2 Jan 2020,3/3/2020
2020D,Maryland,12/11/2019,Joseph R. Biden Jr.,33,32.10901,06:59:32  2 Jan 2020,4/28/2020
2020D,Maine,12/11/2019,Joseph R. Biden Jr.,23.49253,22.46274,06:59:32  2 Jan 2020,3/3/2020
2020D,Iowa,12/11/2019,Joseph R. Biden Jr.,19.79475,19.65624,06:59:32  2 Jan 2020,2/3/2020
2020D,Indiana,12/11/2019,Joseph R. Biden Jr.,33,26.48568,06:59:32  2 Jan 2020,5/5/2020
2020D,Illinois,12/11/2019,Joseph R. Biden Jr.,29.16866,28.58271,06:59:32  2 Jan 2020,3/17/2020
2020D,Georgia,12/11/2019,Joseph R. Biden Jr.,34.71466,34.10946,06:59:32  2 Jan 2020,3/24/2020
2020D,Florida,12/11/2019,Joseph R. Biden Jr.,37.1643,33.51585,06:59:32  2 Jan 2020,3/17/2020
2020D,Delaware,12/11/2019,Joseph R. Biden Jr.,35,34.88929,06:59:32  2 Jan 2020,4/28/2020
2020D,Colorado,12/11/2019,Joseph R. Biden Jr.,23.57737,22.42195,06:59:32  2 Jan 2020,3/3/2020
2020D,California,12/11/2019,Joseph R. Biden Jr.,20.72525,20.70502,06:59:32  2 Jan 2020,3/3/2020
2020D,Arizona,12/11/2019,Joseph R. Biden Jr.,25.53333,24.76685,06:59:32  2 Jan 2020,3/17/2020
2020D,Alabama,12/11/2019,Joseph R. Biden Jr.,44.44341,42.49462,06:59:32  2 Jan 2020,3/3/2020
2020D,Wyoming,12/10/2019,Michael F. Bennet,4.01e-07,.0590575,07:46:07  2 Jan 2020,4/4/2020
2020D,Wisconsin,12/10/2019,Michael F. Bennet,.0376476,.0897383,07:46:07  2 Jan 2020,4/7/2020
2020D,Virginia,12/10/2019,Michael F. Bennet,4.01e-07,.2390668,07:46:07  2 Jan 2020,3/3/2020
2020D,Texas,12/10/2019,Michael F. Bennet,.2822764,.4139069,07:46:07  2 Jan 2020,3/3/2020
2020D,Tennessee,12/10/2019,Michael F. Bennet,1.479044,1.857729,07:46:07  2 Jan 2020,3/3/2020
2020D,South Carolina,12/10/2019,Michael F. Bennet,.0294977,.0767041,07:46:07  2 Jan 2020,2/29/2020
2020D,Pennsylvania,12/10/2019,Michael F. Bennet,.8208392,.984613,07:46:07  2 Jan 2020,4/28/2020
2020D,Oklahoma,12/10/2019,Michael F. Bennet,1.5,1.918058,07:46:07  2 Jan 2020,3/3/2020
2020D,Ohio,12/10/2019,Michael F. Bennet,.0899699,.2198536,07:46:07  2 Jan 2020,3/17/2020
2020D,North Carolina,12/10/2019,Michael F. Bennet,.5465941,.7457185,07:46:07  2 Jan 2020,3/3/2020
2020D,New York,12/10/2019,Michael F. Bennet,1.000001,1.065022,07:46:07  2 Jan 2020,4/28/2020
2020D,New Jersey,12/10/2019,Michael F. Bennet,.1717471,.3035609,07:46:07  2 Jan 2020,6/2/2020
2020D,New Hampshire,12/10/2019,Michael F. Bennet,.0845658,.0937995,07:46:07  2 Jan 2020,2/11/2020
2020D,Nevada,12/10/2019,Michael F. Bennet,.2298046,.3230659,07:46:07  2 Jan 2020,2/22/2020
2020D,National,12/10/2019,Michael F. Bennet,.5701625,,07:46:07  2 Jan 2020,
2020D,Montana,12/10/2019,Michael F. Bennet,4.01e-07,.0590575,07:46:07  2 Jan 2020,6/2/2020
2020D,Mississippi,12/10/2019,Michael F. Bennet,1.486892,1.836108,07:46:07  2 Jan 2020,3/10/2020
2020D,Minnesota,12/10/2019,Michael F. Bennet,.1250766,.3912565,07:46:07  2 Jan 2020,3/3/2020
2020D,Michigan,12/10/2019,Michael F. Bennet,.5235273,.6819767,07:46:07  2 Jan 2020,3/10/2020
2020D,Massachusetts,12/10/2019,Michael F. Bennet,.5093495,.6509556,07:46:07  2 Jan 2020,3/3/2020
2020D,Maryland,12/10/2019,Michael F. Bennet,4.01e-07,.0045564,07:46:07  2 Jan 2020,4/28/2020
2020D,Maine,12/10/2019,Michael F. Bennet,2.000001,2.351332,07:46:07  2 Jan 2020,3/3/2020
2020D,Iowa,12/10/2019,Michael F. Bennet,.2736261,.3134608,07:46:07  2 Jan 2020,2/3/2020
2020D,Illinois,12/10/2019,Michael F. Bennet,.5999993,.6018816,07:46:07  2 Jan 2020,3/17/2020
2020D,Georgia,12/10/2019,Michael F. Bennet,.2869099,.3668179,07:46:07  2 Jan 2020,3/24/2020
2020D,Florida,12/10/2019,Michael F. Bennet,.3674281,.5894175,07:46:07  2 Jan 2020,3/17/2020
2020D,Delaware,12/10/2019,Michael F. Bennet,4.01e-07,.0259508,07:46:07  2 Jan 2020,4/28/2020
2020D,Colorado,12/10/2019,Michael F. Bennet,1.042661,1.326423,07:46:07  2 Jan 2020,3/3/2020
2020D,California,12/10/2019,Michael F. Bennet,.1625185,.2469463,07:46:07  2 Jan 2020,3/3/2020
2020D,Arizona,12/10/2019,Michael F. Bennet,.6336892,.7387061,07:46:07  2 Jan 2020,3/17/2020
2020D,Alabama,12/10/2019,Michael F. Bennet,.4619074,.8736785,07:46:07  2 Jan 2020,3/3/2020
2020D,Wyoming,12/10/2019,Marianne Williamson,4.01e-07,.0273427,07:46:07  2 Jan 2020,4/4/2020
2020D,Wisconsin,12/10/2019,Marianne Williamson,.288096,.3210023,07:46:07  2 Jan 2020,4/7/2020
2020D,Virginia,12/10/2019,Marianne Williamson,.0166456,.2877633,07:46:07  2 Jan 2020,3/3/2020
2020D,Texas,12/10/2019,Marianne Williamson,.4967914,.5426018,07:46:07  2 Jan 2020,3/3/2020
2020D,Tennessee,12/10/2019,Marianne Williamson,0,0,07:46:07  2 Jan 2020,3/3/2020
2020D,South Carolina,12/10/2019,Marianne Williamson,.4929962,.5157134,07:46:07  2 Jan 2020,2/29/2020
2020D,Pennsylvania,12/10/2019,Marianne Williamson,.0370235,.1777579,07:46:07  2 Jan 2020,4/28/2020
2020D,Oklahoma,12/10/2019,Marianne Williamson,.5000005,.7010513,07:46:07  2 Jan 2020,3/3/2020
2020D,Ohio,12/10/2019,Marianne Williamson,.4321242,.503436,07:46:07  2 Jan 2020,3/17/2020
2020D,North Carolina,12/10/2019,Marianne Williamson,.1275562,.2426504,07:46:07  2 Jan 2020,3/3/2020
2020D,New York,12/10/2019,Marianne Williamson,4.01e-07,.0385605,07:46:07  2 Jan 2020,4/28/2020
2020D,New Jersey,12/10/2019,Marianne Williamson,0,0,07:46:07  2 Jan 2020,6/2/2020
2020D,New Hampshire,12/10/2019,Marianne Williamson,.5501055,.5671592,07:46:07  2 Jan 2020,2/11/2020
2020D,Nevada,12/10/2019,Marianne Williamson,.2275053,.2459562,07:46:07  2 Jan 2020,2/22/2020
2020D,National,12/10/2019,Marianne Williamson,.4840244,,07:46:07  2 Jan 2020,
2020D,Montana,12/10/2019,Marianne Williamson,4.01e-07,.0273427,07:46:07  2 Jan 2020,6/2/2020
2020D,Mississippi,12/10/2019,Marianne Williamson,.871385,1.16423,07:46:07  2 Jan 2020,3/10/2020
2020D,Minnesota,12/10/2019,Marianne Williamson,.0438812,.3455288,07:46:07  2 Jan 2020,3/3/2020
2020D,Michigan,12/10/2019,Marianne Williamson,0,.0876106,07:46:07  2 Jan 2020,3/10/2020
2020D,Massachusetts,12/10/2019,Marianne Williamson,0,.0029127,07:46:07  2 Jan 2020,3/3/2020
2020D,Maryland,12/10/2019,Marianne Williamson,4.01e-07,0,07:46:07  2 Jan 2020,4/28/2020
2020D,Maine,12/10/2019,Marianne Williamson,3,3.392223,07:46:07  2 Jan 2020,3/3/2020
2020D,Iowa,12/10/2019,Marianne Williamson,.1317798,.1454844,07:46:07  2 Jan 2020,2/3/2020
2020D,Illinois,12/10/2019,Marianne Williamson,.568657,.6657568,07:46:07  2 Jan 2020,3/17/2020
2020D,Georgia,12/10/2019,Marianne Williamson,1.354645,1.327386,07:46:07  2 Jan 2020,3/24/2020
2020D,Florida,12/10/2019,Marianne Williamson,.0142546,.2444711,07:46:07  2 Jan 2020,3/17/2020
2020D,Delaware,12/10/2019,Marianne Williamson,1.000001,1.035591,07:46:07  2 Jan 2020,4/28/2020
2020D,Colorado,12/10/2019,Marianne Williamson,.5563495,.5239922,07:46:07  2 Jan 2020,3/3/2020
2020D,California,12/10/2019,Marianne Williamson,.3780484,.4161711,07:46:07  2 Jan 2020,3/3/2020
2020D,Arizona,12/10/2019,Marianne Williamson,.2411961,.251344,07:46:07  2 Jan 2020,3/17/2020
2020D,Alabama,12/10/2019,Marianne Williamson,.1850231,.5502379,07:46:07  2 Jan 2020,3/3/2020
2020D,Wyoming,12/10/2019,Pete Buttigieg,4.01e-07,2.279911,07:46:07  2 Jan 2020,4/4/2020
2020D,Wisconsin,12/10/2019,Pete Buttigieg,9.790566,12.27952,07:46:07  2 Jan 2020,4/7/2020
2020D,Washington,12/10/2019,Pete Buttigieg,5.400001,9.551702,07:46:07  2 Jan 2020,3/10/2020
2020D,Virginia,12/10/2019,Pete Buttigieg,7.299292,10.77455,07:46:07  2 Jan 2020,3/3/2020
2020D,Texas,12/10/2019,Pete Buttigieg,5.954558,8.554907,07:46:07  2 Jan 2020,3/3/2020
2020D,Tennessee,12/10/2019,Pete Buttigieg,4.687425,8.275434,07:46:07  2 Jan 2020,3/3/2020
2020D,South Carolina,12/10/2019,Pete Buttigieg,5.72327,7.359376,07:46:07  2 Jan 2020,2/29/2020
2020D,Pennsylvania,12/10/2019,Pete Buttigieg,5.906734,9.523905,07:46:07  2 Jan 2020,4/28/2020
2020D,Oregon,12/10/2019,Pete Buttigieg,3,9.60323,07:46:07  2 Jan 2020,5/19/2020
2020D,Oklahoma,12/10/2019,Pete Buttigieg,5.900001,10.01724,07:46:07  2 Jan 2020,3/3/2020
2020D,Ohio,12/10/2019,Pete Buttigieg,5.47673,9.365817,07:46:07  2 Jan 2020,3/17/2020
2020D,North Carolina,12/10/2019,Pete Buttigieg,5.228394,7.721894,07:46:07  2 Jan 2020,3/3/2020
2020D,New York,12/10/2019,Pete Buttigieg,4.12037,6.739573,07:46:07  2 Jan 2020,4/28/2020
2020D,New Jersey,12/10/2019,Pete Buttigieg,6.870296,11.83601,07:46:07  2 Jan 2020,6/2/2020
2020D,New Hampshire,12/10/2019,Pete Buttigieg,17.39277,18.05554,07:46:07  2 Jan 2020,2/11/2020
2020D,Nevada,12/10/2019,Pete Buttigieg,6.193587,8.641912,07:46:07  2 Jan 2020,2/22/2020
2020D,National,12/10/2019,Pete Buttigieg,9.551038,,07:46:07  2 Jan 2020,
2020D,Montana,12/10/2019,Pete Buttigieg,2.000001,4.862525,07:46:07  2 Jan 2020,6/2/2020
2020D,Missouri,12/10/2019,Pete Buttigieg,10,15.70699,07:46:07  2 Jan 2020,3/10/2020
2020D,Mississippi,12/10/2019,Pete Buttigieg,2.210344,4.700015,07:46:07  2 Jan 2020,3/10/2020
2020D,Minnesota,12/10/2019,Pete Buttigieg,6.993899,10.21654,07:46:07  2 Jan 2020,3/3/2020
2020D,Michigan,12/10/2019,Pete Buttigieg,5.81762,9.171319,07:46:07  2 Jan 2020,3/10/2020
2020D,Massachusetts,12/10/2019,Pete Buttigieg,7.477407,11.31374,07:46:07  2 Jan 2020,3/3/2020
2020D,Maryland,12/10/2019,Pete Buttigieg,5.000001,9.431784,07:46:07  2 Jan 2020,4/28/2020
2020D,Maine,12/10/2019,Pete Buttigieg,8.470688,12.53692,07:46:07  2 Jan 2020,3/3/2020
2020D,Iowa,12/10/2019,Pete Buttigieg,19.7833,20.75983,07:46:07  2 Jan 2020,2/3/2020
2020D,Indiana,12/10/2019,Pete Buttigieg,20,24.41885,07:46:07  2 Jan 2020,5/5/2020
2020D,Illinois,12/10/2019,Pete Buttigieg,12.84627,15.32238,07:46:07  2 Jan 2020,3/17/2020
2020D,Georgia,12/10/2019,Pete Buttigieg,5.109697,7.563474,07:46:07  2 Jan 2020,3/24/2020
2020D,Florida,12/10/2019,Pete Buttigieg,6.781849,10.15285,07:46:07  2 Jan 2020,3/17/2020
2020D,Delaware,12/10/2019,Pete Buttigieg,8,8.529976,07:46:07  2 Jan 2020,4/28/2020
2020D,Colorado,12/10/2019,Pete Buttigieg,4.706194,8.777839,07:46:07  2 Jan 2020,3/3/2020
2020D,California,12/10/2019,Pete Buttigieg,8.632173,9.372683,07:46:07  2 Jan 2020,3/3/2020
2020D,Arizona,12/10/2019,Pete Buttigieg,8.866694,12.33591,07:46:07  2 Jan 2020,3/17/2020
2020D,Alabama,12/10/2019,Pete Buttigieg,1.331913,5.524312,07:46:07  2 Jan 2020,3/3/2020
2020D,Wyoming,12/10/2019,Tulsi Gabbard,4.01e-07,.112037,07:46:07  2 Jan 2020,4/4/2020
2020D,Wisconsin,12/10/2019,Tulsi Gabbard,1.343804,1.490312,07:46:07  2 Jan 2020,4/7/2020
2020D,Washington,12/10/2019,Tulsi Gabbard,.5999993,.8815595,07:46:07  2 Jan 2020,3/10/2020
2020D,Virginia,12/10/2019,Tulsi Gabbard,0,.3052188,07:46:07  2 Jan 2020,3/3/2020
2020D,Texas,12/10/2019,Tulsi Gabbard,.9983751,1.089979,07:46:07  2 Jan 2020,3/3/2020
2020D,Tennessee,12/10/2019,Tulsi Gabbard,1.000001,1.413442,07:46:07  2 Jan 2020,3/3/2020
2020D,South Carolina,12/10/2019,Tulsi Gabbard,1.570676,1.481006,07:46:07  2 Jan 2020,2/29/2020
2020D,Pennsylvania,12/10/2019,Tulsi Gabbard,.6983832,1.069462,07:46:07  2 Jan 2020,4/28/2020
2020D,Oregon,12/10/2019,Tulsi Gabbard,1.000001,1.695408,07:46:07  2 Jan 2020,5/19/2020
2020D,Oklahoma,12/10/2019,Tulsi Gabbard,4.01e-07,.309251,07:46:07  2 Jan 2020,3/3/2020
2020D,Ohio,12/10/2019,Tulsi Gabbard,.6958535,1.040304,07:46:07  2 Jan 2020,3/17/2020
2020D,North Carolina,12/10/2019,Tulsi Gabbard,1.252168,1.28474,07:46:07  2 Jan 2020,3/3/2020
2020D,New York,12/10/2019,Tulsi Gabbard,.6981621,.6944642,07:46:07  2 Jan 2020,4/28/2020
2020D,New Jersey,12/10/2019,Tulsi Gabbard,1.412206,1.525279,07:46:07  2 Jan 2020,6/2/2020
2020D,New Hampshire,12/10/2019,Tulsi Gabbard,4.909979,4.807611,07:46:07  2 Jan 2020,2/11/2020
2020D,Nevada,12/10/2019,Tulsi Gabbard,.9371949,.8499206,07:46:07  2 Jan 2020,2/22/2020
2020D,National,12/10/2019,Tulsi Gabbard,1.338588,,07:46:07  2 Jan 2020,
2020D,Montana,12/10/2019,Tulsi Gabbard,4.01e-07,.112037,07:46:07  2 Jan 2020,6/2/2020
2020D,Mississippi,12/10/2019,Tulsi Gabbard,4.01e-07,.3631625,07:46:07  2 Jan 2020,3/10/2020
2020D,Minnesota,12/10/2019,Tulsi Gabbard,0,.0399851,07:46:07  2 Jan 2020,3/3/2020
2020D,Michigan,12/10/2019,Tulsi Gabbard,.712242,.9559392,07:46:07  2 Jan 2020,3/10/2020
2020D,Massachusetts,12/10/2019,Tulsi Gabbard,1.305856,1.569499,07:46:07  2 Jan 2020,3/3/2020
2020D,Maryland,12/10/2019,Tulsi Gabbard,4.01e-07,.1750312,07:46:07  2 Jan 2020,4/28/2020
2020D,Maine,12/10/2019,Tulsi Gabbard,4.01e-07,.4583324,07:46:07  2 Jan 2020,3/3/2020
2020D,Iowa,12/10/2019,Tulsi Gabbard,1.574616,1.448704,07:46:07  2 Jan 2020,2/3/2020
2020D,Illinois,12/10/2019,Tulsi Gabbard,.6223879,.7001189,07:46:07  2 Jan 2020,3/17/2020
2020D,Georgia,12/10/2019,Tulsi Gabbard,.9955105,1.080995,07:46:07  2 Jan 2020,3/24/2020
2020D,Florida,12/10/2019,Tulsi Gabbard,.3921471,.8432149,07:46:07  2 Jan 2020,3/17/2020
2020D,Delaware,12/10/2019,Tulsi Gabbard,3,2.784966,07:46:07  2 Jan 2020,4/28/2020
2020D,Colorado,12/10/2019,Tulsi Gabbard,.6938809,.7493171,07:46:07  2 Jan 2020,3/3/2020
2020D,California,12/10/2019,Tulsi Gabbard,1.833098,1.772237,07:46:07  2 Jan 2020,3/3/2020
2020D,Arizona,12/10/2019,Tulsi Gabbard,1.003526,1.07682,07:46:07  2 Jan 2020,3/17/2020
2020D,Alabama,12/10/2019,Tulsi Gabbard,0,.1660556,07:46:07  2 Jan 2020,3/3/2020
2020D,Wyoming,12/10/2019,Andrew Yang,2.000001,2.675035,07:46:07  2 Jan 2020,4/4/2020
2020D,Wisconsin,12/10/2019,Andrew Yang,2.329483,2.825515,07:46:07  2 Jan 2020,4/7/2020
2020D,Washington,12/10/2019,Andrew Yang,2.000001,3.802556,07:46:07  2 Jan 2020,3/10/2020
2020D,Virginia,12/10/2019,Andrew Yang,1.274378,2.847493,07:46:07  2 Jan 2020,3/3/2020
2020D,Texas,12/10/2019,Andrew Yang,2.326787,3.225509,07:46:07  2 Jan 2020,3/3/2020
2020D,Tennessee,12/10/2019,Andrew Yang,0,1.217007,07:46:07  2 Jan 2020,3/3/2020
2020D,South Carolina,12/10/2019,Andrew Yang,2.379561,2.742076,07:46:07  2 Jan 2020,2/29/2020
2020D,Pennsylvania,12/10/2019,Andrew Yang,.9096766,2.224159,07:46:07  2 Jan 2020,4/28/2020
2020D,Oregon,12/10/2019,Andrew Yang,4.000001,7.132568,07:46:07  2 Jan 2020,5/19/2020
2020D,Oklahoma,12/10/2019,Andrew Yang,4.01e-07,1.481651,07:46:07  2 Jan 2020,3/3/2020
2020D,Ohio,12/10/2019,Andrew Yang,2.154448,3.432807,07:46:07  2 Jan 2020,3/17/2020
2020D,North Carolina,12/10/2019,Andrew Yang,2.457887,3.050276,07:46:07  2 Jan 2020,3/3/2020
2020D,New York,12/10/2019,Andrew Yang,2.012943,2.537192,07:46:07  2 Jan 2020,4/28/2020
2020D,New Jersey,12/10/2019,Andrew Yang,.8850713,1.68724,07:46:07  2 Jan 2020,6/2/2020
2020D,New Hampshire,12/10/2019,Andrew Yang,3.827808,3.962043,07:46:07  2 Jan 2020,2/11/2020
2020D,Nevada,12/10/2019,Andrew Yang,2.625845,3.230256,07:46:07  2 Jan 2020,2/22/2020
2020D,National,12/10/2019,Andrew Yang,3.377724,,07:46:07  2 Jan 2020,
2020D,Montana,12/10/2019,Andrew Yang,4.01e-07,.5320835,07:46:07  2 Jan 2020,6/2/2020
2020D,Missouri,12/10/2019,Andrew Yang,1.000001,1.517643,07:46:07  2 Jan 2020,3/10/2020
2020D,Mississippi,12/10/2019,Andrew Yang,.149088,1.853212,07:46:07  2 Jan 2020,3/10/2020
2020D,Minnesota,12/10/2019,Andrew Yang,2.46793,4.245798,07:46:07  2 Jan 2020,3/3/2020
2020D,Michigan,12/10/2019,Andrew Yang,1.171933,2.196089,07:46:07  2 Jan 2020,3/10/2020
2020D,Massachusetts,12/10/2019,Andrew Yang,.6636755,1.919954,07:46:07  2 Jan 2020,3/3/2020
2020D,Maryland,12/10/2019,Andrew Yang,1.000001,1.513157,07:46:07  2 Jan 2020,4/28/2020
2020D,Maine,12/10/2019,Andrew Yang,2.823993,3.933306,07:46:07  2 Jan 2020,3/3/2020
2020D,Iowa,12/10/2019,Andrew Yang,2.022254,2.226272,07:46:07  2 Jan 2020,2/3/2020
2020D,Illinois,12/10/2019,Andrew Yang,.67612,1.402643,07:46:07  2 Jan 2020,3/17/2020
2020D,Georgia,12/10/2019,Andrew Yang,2.419778,3.199319,07:46:07  2 Jan 2020,3/24/2020
2020D,Florida,12/10/2019,Andrew Yang,1.273125,3.138747,07:46:07  2 Jan 2020,3/17/2020
2020D,Delaware,12/10/2019,Andrew Yang,1.000001,1.143245,07:46:07  2 Jan 2020,4/28/2020
2020D,Colorado,12/10/2019,Andrew Yang,2.554909,3.905572,07:46:07  2 Jan 2020,3/3/2020
2020D,California,12/10/2019,Andrew Yang,5.270694,5.40972,07:46:07  2 Jan 2020,3/3/2020
2020D,Arizona,12/10/2019,Andrew Yang,4.079528,4.761751,07:46:07  2 Jan 2020,3/17/2020
2020D,Alabama,12/10/2019,Andrew Yang,.7570966,2.798695,07:46:07  2 Jan 2020,3/3/2020
2020D,Wyoming,12/10/2019,Tom Steyer,4.01e-07,.664417,07:46:07  2 Jan 2020,4/4/2020
2020D,Wisconsin,12/10/2019,Tom Steyer,.2874681,.752324,07:46:07  2 Jan 2020,4/7/2020
2020D,Texas,12/10/2019,Tom Steyer,.9416382,1.56135,07:46:07  2 Jan 2020,3/3/2020
2020D,South Carolina,12/10/2019,Tom Steyer,4.998598,5.522746,07:46:07  2 Jan 2020,2/29/2020
2020D,Pennsylvania,12/10/2019,Tom Steyer,.3660381,1.073989,07:46:07  2 Jan 2020,4/28/2020
2020D,Oklahoma,12/10/2019,Tom Steyer,4.01e-07,.868574,07:46:07  2 Jan 2020,3/3/2020
2020D,Ohio,12/10/2019,Tom Steyer,.7589806,1.623815,07:46:07  2 Jan 2020,3/17/2020
2020D,North Carolina,12/10/2019,Tom Steyer,1.050615,1.643076,07:46:07  2 Jan 2020,3/3/2020
